,date,Team A,Team B,Score A,Score B,Tourn,Venue,City,Neut.,Country,elo_home,elo_away,proba_home_win,elo_gap,outcome
820,1970-11-29,Yugoslavia,Czechoslovakia,0,9,FIRA_Nations_Cup,,Zagreb,True,,1003.7451534237774,1141.1357606502863,0.31197890825479807,-137.3906072265089,0.0
821,1970-12-20,Spain,Portugal,17,0,FIRA_Nations_Cup,Estadio Nacional Complutense,Madrid,True,,1150.6884070907504,938.7186207656551,0.772098070809459,211.96978632509524,1.0
822,1971-01-01,France,Wales,5,9,Five_Nations_Championship,Stade Olympique Yves-du-Manoir,Colombes,True,,1116.3514985068734,1098.6583574914782,0.5254404884824438,17.693141015395213,0.0
823,1971-01-01,England,France,14,14,Five_Nations_Championship,Twickenham,London,True,,936.4147416272051,1090.3450718202687,0.29191650268031133,-153.93033019306358,0.5
824,1971-01-01,Scotland,Ireland,5,17,Five_Nations_Championship,Murrayfield,Edinburgh,True,,840.1624248868337,1021.9808281386569,0.259872592348147,-181.81840325182316,0.0
825,1971-01-01,Ireland,England,6,9,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1041.0668317490604,936.4147416272051,0.6462111076935699,104.65209012185528,0.0
826,1971-01-01,Scotland,Wales,18,19,Five_Nations_Championship,Murrayfield,Edinburgh,True,,821.0764212764303,1124.664784178083,0.14835078338829166,-303.58836290165266,0.0
827,1971-01-01,Ireland,France,9,9,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1014.5568837080376,1090.3450718202687,0.3926296631682093,-75.78818811223107,0.5
828,1971-01-01,Wales,England,22,6,Five_Nations_Championship,National Stadium,Cardiff,True,,1127.4659366924695,962.9246896682279,0.7205468050226763,164.54124702424167,1.0
829,1971-01-01,Wales,Ireland,23,9,Five_Nations_Championship,National Stadium,Cardiff,True,,1150.3022418757646,1014.5568837080376,0.6859845884104496,135.74535816772698,1.0
830,1971-01-01,France,Scotland,13,8,Five_Nations_Championship,Stade Olympique Yves-du-Manoir,Colombes,True,,1090.3450718202687,818.2752687620439,0.8272354512216877,272.0698030582248,1.0
831,1971-01-01,England,Scotland,15,16,Five_Nations_Championship,Twickenham,London,True,,940.0883844849327,809.7352665419943,0.6792599392730173,130.3531179429384,0.0
832,1971-04-18,Belgium,Spain,0,44,FIRA_Nations_Cup,,Brussels,True,,888.7424000172796,1169.3141763248464,0.16588161435523627,-280.5717763075668,0.0
833,1971-04-25,Spain,Czechoslovakia,6,12,FIRA_Nations_Cup,Estadio Nacional Complutense,Madrid,True,,1186.6751949313357,1162.0958921411884,0.5353135668115205,24.579302790147267,0.0
834,1971-05-08,Czechoslovakia,Belgium,25,12,FIRA_Nations_Cup,,Říčany,True,,1194.0309359075447,871.3813814107901,0.8649842822026982,322.6495544967546,1.0
835,1971-05-09,Morocco,Romania,0,25,FIRA_Nations_Cup,,Casablanca,True,,995.2656780327451,1171.3853577871637,0.2662316913997041,-176.1196797544186,0.0
836,1971-10-10,Uruguay,Paraguay,56,3,South_American_Rugby_Championship,,Montevideo,True,,857.7041576947718,1000.0,0.30595033994149806,-142.29584230522823,1.0
837,1971-10-10,Argentina,Chile,20,3,South_American_Rugby_Championship,,Montevideo,True,,1326.4510070586582,1055.1828019306756,0.8265749835654943,271.2682051279826,1.0
838,1971-10-12,Argentina,Brazil,50,6,South_American_Rugby_Championship,,Montevideo,True,,1340.28443914701,859.1645270051318,0.9410079469555248,481.1199121418782,1.0
839,1971-10-12,Uruguay,Chile,6,11,South_American_Rugby_Championship,,Montevideo,True,,938.3153736888407,1041.3493698423238,0.3559212829382654,-103.03399615348303,0.0
840,1971-10-14,Chile,Paraguay,40,0,South_American_Rugby_Championship,,Montevideo,True,,1060.234400419703,919.388784005931,0.6922741038651752,140.84561641377195,1.0
841,1971-10-14,Uruguay,Brazil,37,11,South_American_Rugby_Championship,,Montevideo,True,,919.4303431114615,853.4522926089622,0.5938249100177215,65.97805050249929,1.0
842,1971-10-16,Brazil,Chile,3,45,South_American_Rugby_Championship,,Montevideo,True,,813.1613276683354,1093.5285176284194,0.16604462995534638,-280.36718996008403,0.0
843,1971-10-16,Argentina,Paraguay,61,0,South_American_Rugby_Championship,,Montevideo,True,,1345.9966735431797,886.0946667972145,0.933851101253929,459.9020067459652,1.0
844,1971-10-17,Brazil,Paraguay,12,6,South_American_Rugby_Championship,,Montevideo,True,,795.9893754171638,879.0947969294759,0.38263160477070735,-83.10542151231209,1.0
845,1971-10-17,Uruguay,Argentina,6,55,South_American_Rugby_Championship,,Montevideo,True,,959.7213080520884,1352.996543410918,0.09415940218543895,-393.2752353588297,0.0
846,1971-12-05,Spain,Yugoslavia,26,4,FIRA_Nations_Cup,Estadio Nacional Complutense,Madrid,True,,1154.7401511649794,982.7850219328755,0.7290589440126588,171.9551292321039,1.0
847,1972-01-15,Scotland,France,20,9,Five_Nations_Championship,Murrayfield Stadium,Edinburgh,True,,823.5144696918412,1098.8850740403184,0.17006585335220015,-275.3706043484772,1.0
848,1972-01-15,England,Wales,3,12,Five_Nations_Championship,Twickenham Stadium,London,True,,926.3091813350858,1175.1316607142487,0.19273476243490292,-248.82247937916293,0.0
849,1972-01-29,France,Ireland,9,14,Five_Nations_Championship,Stade Yves-du-Manoir,Colombes,True,,1042.0655152391012,989.7274648695535,0.5747558913253318,52.33805036954766,0.0
850,1972-02-05,Wales,Scotland,35,12,Five_Nations_Championship,National Stadium,Cardiff,True,,1187.4912151013787,880.3340284930586,0.8542260721171456,307.1571866083201,1.0
851,1972-02-12,England,Ireland,12,16,Five_Nations_Championship,Twickenham Stadium,London,True,,913.9496269479558,1020.9101809735826,0.3507567608191328,-106.96055402562672,0.0
852,1972-02-20,Italy,Portugal,0,0,FIRA_Nations_Cup,Stadio Plebiscito,Padua,True,,1044.01056575559,920.0928515315592,0.6711360433193126,123.91771422403087,0.5
853,1972-02-26,France,England,37,12,Five_Nations_Championship,Stade Yves-du-Manoir,Colombes,True,,1010.8827991350721,897.2608509980893,0.6579249050794443,113.62194813698284,1.0
854,1972-03-18,Scotland,England,23,9,Five_Nations_Championship,Murrayfield Stadium,Edinburgh,True,,867.7318996125479,864.4076732315224,0.504783800343089,3.3242263810254826,1.0
855,1972-03-25,Wales,France,20,6,Five_Nations_Championship,National Stadium,Cardiff,True,,1200.0933439818893,1043.7359769016389,0.7109629332303188,156.35736708025047,1.0
856,1972-04-02,Portugal,Italy,7,15,FIRA_Nations_Cup,,Lisbon,True,,920.0928515315592,1044.01056575559,0.32886395668068724,-123.91771422403087,0.0
857,1972-04-27,Czechoslovakia,Morocco,3,21,FIRA_Nations_Cup,,Millau,True,,1203.6639147483513,970.3690940119129,0.7929751321343007,233.2948207364384,0.0
858,1972-04-29,Ireland,France,24,14,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1037.5989569234491,1021.0815296497204,0.5237525965631916,16.517427273728686,1.0
859,1972-04-30,Yugoslavia,Spain,7,21,FIRA_Nations_Cup,,Split,True,,958.3586633334406,1179.1665097644143,0.21907377481109327,-220.80784643097365,0.0
860,1972-05-02,Romania,Morocco,58,6,FIRA_Nations_Cup,,Bucharest,True,,1196.281941807996,1035.810371592901,0.7158052954451302,160.47157021509497,1.0
861,1972-05-14,Spain,Italy,10,0,FIRA_Nations_Cup,Estadio Nacional Complutense,Madrid,True,,1195.8801541997252,1065.2163507672078,0.679649456392197,130.6638034325174,1.0
862,1972-05-21,Czechoslovakia,Romania,3,22,FIRA_Nations_Cup,,Vyškov,True,,1138.2226371673632,1228.882423804702,0.3724128060595188,-90.65978663733881,0.0
863,1972-05-21,Italy,Spain,6,6,FIRA_Nations_Cup,Stadio Gino Pistoni,Ivrea,True,,1042.7382082670963,1218.3582966998367,0.2667938787317187,-175.62008843274043,0.5
864,1972-10-08,Poland,Czechoslovakia,23,9,FIRA_Nations_Cup,,Warsaw,True,,972.2553159500186,1105.006326964637,0.31774024517263316,-132.75101101461848,1.0
865,1972-11-04,Sri Lanka,Malaysia,23,9,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,969.7981768821528,890.7622685278698,0.611819593629033,79.03590835428304,1.0
866,1972-11-05,South Korea,Thailand,12,13,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,937.0178691878288,1056.454588432822,0.33458208902429803,-119.43671924499324,0.0
867,1972-11-06,Singapore,Malaysia,26,13,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1027.7518441674706,859.3048175876684,0.7250515302001114,168.44702657980224,1.0
868,1972-11-07,Hong Kong,South Korea,18,6,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1154.5805427368691,930.1987230784016,0.7844255908840385,224.38181965846752,1.0
869,1972-11-08,Singapore,Sri Lanka,9,6,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1048.6458076232666,1001.2556278223542,0.5677801232026775,47.39017980091239,1.0
870,1972-11-09,Hong Kong,Thailand,17,0,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1170.1351609280528,1063.273734542249,0.6491132818074764,106.86142638580372,1.0
871,1972-11-10,South Korea,Sri Lanka,37,0,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,914.6441048872178,983.0726048365361,0.40277733899670126,-68.42849994931828,1.0
872,1972-11-11,Singapore,Thailand,3,26,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1066.8288306090847,1033.2901534160032,0.5481166716485634,33.53867719308141,0.0
873,1972-11-11,Japan,Hong Kong,16,0,ARFU_Asian_Rugby_Championship,,Hong Kong,True,,1000.0,1200.1187420542985,0.24012832895673367,-200.11874205429854,1.0
874,1973-01-01,Scotland,Wales,10,9,Five_Nations_Championship,Murrayfield,Edinburgh,True,,909.2423570148146,1222.747791233808,0.14128204098527003,-313.5054342189933,1.0
875,1973-01-01,Ireland,France,6,4,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1072.7368774934482,985.9436090797213,0.6223705462307477,86.79326841372688,1.0
876,1973-01-01,France,Wales,12,3,Five_Nations_Championship,Parc des Princes,Paris,True,,973.5708150721771,1206.5974927611953,0.20727838112482236,-233.02667768901824,1.0
877,1973-01-01,England,Scotland,20,13,Five_Nations_Championship,Twickenham,London,True,,822.8972158292556,925.3926554874272,0.3566322894101672,-102.49543965817156,1.0
878,1973-01-01,Wales,Ireland,16,12,Five_Nations_Championship,National Stadium,Cardiff,True,,1155.4323848118493,1085.1096715009924,0.5998427825825382,70.3227133108569,1.0
879,1973-01-01,England,France,14,6,Five_Nations_Championship,Twickenham,London,True,,862.5242502752849,1024.7359230215231,0.28216141136597866,-162.21167274623826,1.0
880,1973-01-01,Scotland,Ireland,19,14,Five_Nations_Championship,Murrayfield,Edinburgh,True,,885.7656210413979,1065.7632046953152,0.2618936562522312,-179.99758365391722,1.0
881,1973-01-01,Ireland,England,18,9,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1027.866058700835,908.0615015916846,0.6658891671481224,119.80455710915044,1.0
882,1973-01-01,Wales,England,25,9,Five_Nations_Championship,National Stadium,Cardiff,True,,1174.7788516175265,885.4442815604319,0.8409807718697467,289.33457005709454,1.0
883,1973-01-01,France,Scotland,16,13,Five_Nations_Championship,Parc des Princes,Paris,True,,979.1986717051234,923.6627670358779,0.5792487900060682,55.5359046692455,1.0
884,1973-03-11,Morocco,Spain,9,20,FIRA_Nations_Cup,,Casablanca,True,,1003.2098895961948,1218.3582966998367,0.2246982726416795,-215.14840710364194,0.0
885,1973-04-07,Czechoslovakia,Poland,6,16,FIRA_Nations_Cup,,Prague,True,,1050.9903229229487,1026.2713199917068,0.5355136029346292,24.719002931241903,0.0
886,1973-04-08,Yugoslavia,Portugal,3,3,FIRA_Nations_Cup,,Makarska,True,,941.6450188981297,898.8870665199414,0.5612248566721751,42.75795237818829,0.5
887,1973-04-14,Romania,Spain,16,13,FIRA_Nations_Cup,,Constanta,True,,1262.098734007428,1234.1253437692549,0.5401701812072048,27.973390238173124,1.0
888,1973-04-20,Romania,Morocco,69,9,FIRA_Nations_Cup,,Bucharest,True,,1281.6118651150207,987.4428425267766,0.8446672293806896,294.16902258824405,1.0
889,1973-04-22,Poland,Portugal,35,13,FIRA_Nations_Cup,,Warsaw,True,,1065.6362903577399,898.8870665199414,0.7230989183134903,166.74922383779847,1.0
890,1973-05-13,Portugal,Poland,13,3,FIRA_Nations_Cup,,Coimbra,True,,873.8684789685145,1090.6548779091668,0.22305991461836908,-216.78639894065225,1.0
891,1973-10-14,Argentina,Paraguay,98,3,South_American_Rugby_Championship,,São Paulo,True,,1362.6838011453835,843.2087529123988,0.9521357507133053,519.4750482329847,1.0
892,1973-10-14,Chile,Uruguay,10,13,South_American_Rugby_Championship,,São Paulo,True,,1110.7004698795909,950.0340503176229,0.7160334138801407,160.66641956196793,0.0
893,1973-10-16,Brazil,Chile,3,22,South_American_Rugby_Championship,,São Paulo,True,,831.8754194342409,1082.0231541139096,0.1915505963209162,-250.1477346796687,0.0
894,1973-10-16,Argentina,Uruguay,55,0,South_American_Rugby_Championship,,São Paulo,True,,1368.1626499426975,978.7113660833041,0.9039462353794047,389.45128385939336,1.0
895,1973-10-18,Chile,Paraguay,27,3,South_American_Rugby_Championship,,São Paulo,True,,1097.9958642240458,837.7299041150849,0.8173075463630437,260.26596010896094,1.0
896,1973-10-18,Brazil,Uruguay,6,16,South_American_Rugby_Championship,,São Paulo,True,,815.9027093241049,968.5279180683963,0.29347184921313346,-152.6252087442914,0.0
897,1973-10-20,Paraguay,Uruguay,9,31,South_American_Rugby_Championship,,São Paulo,True,,821.4284198699598,988.9278298132324,0.2760372518696478,-167.49940994327255,0.0
898,1973-10-20,Brazil,Argentina,0,96,South_American_Rugby_Championship,,São Paulo,True,,795.5027975792688,1378.3460979576055,0.033728041639232424,-582.8433003783367,0.0
899,1973-10-21,Czechoslovakia,Yugoslavia,32,3,FIRA_Trophy,,Prague,True,,1011.6253525569157,941.6450188981297,0.5993696127325645,69.98033365878598,1.0
900,1973-10-21,Brazil,Paraguay,22,3,South_American_Rugby_Championship,,São Paulo,True,,791.7214168280667,796.4957840080656,0.49312956576886324,-4.774367179998876,1.0
901,1973-10-21,Argentina,Chile,60,3,South_American_Rugby_Championship,,São Paulo,True,,1382.1274787088075,1114.2973484691709,0.8237195842763366,267.8301302396367,1.0
902,1973-11-04,Italy,Czechoslovakia,3,3,FIRA_Trophy,Stadio Mario Battaglini,Rovigo,True,,1042.7382082670963,1052.5644254077604,0.4858627059794542,-9.826217140664085,0.5
903,1973-11-11,Yugoslavia,Italy,7,25,FIRA_Trophy,,Zagreb,True,,900.705946047285,1042.7382082670963,0.30627262307846365,-142.0322622198113,0.0
904,1974-01-19,Wales,Scotland,6,0,Five_Nations_Championship,National Stadium,Cardiff,True,,1187.1221157927096,906.0261428733677,0.8345354834323293,281.0959729193419,1.0
905,1974-01-19,France,Ireland,9,6,Five_Nations_Championship,Parc des Princes,Paris,True,,996.8352958676336,1050.483278732088,0.42340215141157456,-53.64798286445432,1.0
906,1974-02-02,Scotland,England,16,14,Five_Nations_Championship,Murrayfield,Edinburgh,True,,897.1756293750059,873.1010173852488,0.5345908076890276,24.074611989757045,1.0
907,1974-02-02,Ireland,Wales,9,9,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1026.2937855988648,1195.9726292910714,0.27353714234320087,-169.67884369220656,0.5
908,1974-02-10,Portugal,Italy,3,11,FIRA_Trophy,,Lisbon,True,,926.441610541174,1068.998662735564,0.30563114204872044,-142.55705219439005,0.0
909,1974-02-16,England,Ireland,21,26,Five_Nations_Championship,Twickenham,London,True,,857.4221592197124,1026.2937855988648,0.274461483638712,-168.87162637915242,0.0
910,1974-02-16,Wales,France,16,16,Five_Nations_Championship,National Stadium,Cardiff,True,,1195.9726292910714,1021.0247890008568,0.7324484534924265,174.94784029021457,0.5
911,1974-03-02,France,England,12,12,Five_Nations_Championship,Parc des Princes,Paris,True,,1021.0247890008568,843.2640922093102,0.7356096159208383,177.7606967915466,0.5
912,1974-03-02,Ireland,Scotland,9,6,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1040.451852609267,912.8544875405423,0.6757940651005082,127.59736506872468,1.0
913,1974-03-03,Morocco,Romania,9,22,FIRA_Trophy,,Casablanca,True,,969.9823804144587,1299.0723272273387,0.1307442780008612,-329.08994681288004,0.0
914,1974-03-16,Scotland,France,19,6,Five_Nations_Championship,Murrayfield,Edinburgh,True,,899.68548336886,1021.0247890008568,0.33214816604313174,-121.33930563199681,1.0
915,1974-03-16,England,Wales,16,12,Five_Nations_Championship,Twickenham,London,True,,843.2640922093102,1195.9726292910714,0.11605264850793638,-352.70853708176116,1.0
916,1974-03-31,Spain,Morocco,22,0,FIRA_Trophy,Estadio Nacional Complutense,Madrid,True,,1214.6122126616622,960.6779109432166,0.8118022255607198,253.93430171844557,1.0
917,1974-04-07,Germany,Portugal,20,10,FIRA_Trophy,,Hanover,True,,967.6463502598168,906.8907332302982,0.5865539086194079,60.75561702951859,1.0
918,1974-04-14,Romania,Poland,20,6,FIRA_Trophy,,Bucharest,True,,1308.3767966985808,1038.0817463365074,0.8257704841691201,270.2950503620734,1.0
919,1974-04-28,Morocco,Poland,0,8,FIRA_Trophy,,Casablanca,True,,944.2779833508579,1025.055658956194,0.38580185498188835,-80.77767560533619,0.0
920,1974-05-01,Yugoslavia,Germany,8,20,FIRA_Trophy,,Makarska,True,,874.4454915788173,997.5538328225682,0.3298931024056396,-123.10834124375094,0.0
921,1974-05-05,Italy,Germany,16,10,FIRA_Trophy,,Rho,True,,1088.5495400464397,1022.3947107389483,0.5940703334847579,66.15482930749135,1.0
922,1974-05-12,Poland,Spain,0,4,FIRA_Trophy,,Poznań,True,,1050.403453653052,1231.012140254021,0.26121421810265827,-180.6086866009689,0.0
923,1974-05-19,Romania,Spain,20,9,FIRA_Trophy,,Timișoara,True,,1321.4028840788942,1243.05604745073,0.610877119968675,78.34683662816428,1.0
924,1974-05-26,Germany,Czechoslovakia,6,6,FIRA_Trophy,,Hanover,True,,998.6225657070427,1052.5644254077604,0.42298920779647775,-53.941859700717714,0.5
925,1974-10-19,Netherlands,Germany,32,21,FIRA_Trophy,,Wageningen,True,,871.0852782857554,998.6225657070427,0.32428171066792566,-127.53728742128726,1.0
926,1974-11-17,Malaysia,Laos,31,10,ARFU_Asian_Rugby_Championship,,Colombo,True,,838.4108541318723,1000.0,0.28288781317594397,-161.58914586812773,1.0
927,1974-11-17,Sri Lanka,Singapore,10,4,ARFU_Asian_Rugby_Championship,,Colombo,True,,917.7582191177636,1013.6394224104499,0.3654152259571998,-95.88120329268634,1.0
928,1974-11-17,Czechoslovakia,Romania,6,16,FIRA_Trophy,,Šumperk,True,,1052.5644254077604,1350.347072880234,0.15262302005773618,-297.7826474724736,0.0
929,1974-11-18,Thailand,Hong Kong,22,6,ARFU_Asian_Rugby_Championship,,Colombo,True,,1086.479561614638,1138.9441363589451,0.4250661054091139,-52.46457474430713,1.0
930,1974-11-19,Malaysia,Singapore,9,7,ARFU_Asian_Rugby_Championship,,Colombo,True,,902.4244322816244,976.9578965447445,0.39435341831906173,-74.5334642631201,1.0
931,1974-11-19,Sri Lanka,Laos,39,3,ARFU_Asian_Rugby_Championship,,Colombo,True,,954.4397449834689,935.9864218502479,0.5265315230859978,18.453323133221033,1.0
932,1974-11-20,Hong Kong,South Korea,19,9,ARFU_Asian_Rugby_Championship,,Colombo,True,,1089.6240763210735,979.9584906059904,0.6527809692112528,109.66558571508313,1.0
933,1974-11-21,Sri Lanka,Malaysia,12,6,ARFU_Asian_Rugby_Championship,,Colombo,True,,1006.9982210359436,922.375023345543,0.6194301679193455,84.62319769040062,1.0
934,1974-11-21,Singapore,Laos,27,7,ARFU_Asian_Rugby_Championship,,Colombo,True,,957.0073054808258,883.4279457977732,0.6043340568340736,73.57935968305264,1.0
935,1974-11-22,South Korea,Thailand,43,9,ARFU_Asian_Rugby_Championship,,Colombo,True,,955.3735590646563,1135.7996216525098,0.2614171442051489,-180.4260625878535,1.0
936,1974-11-23,South Korea,Malaysia,41,0,ARFU_Asian_Rugby_Championship,,Colombo,True,,1030.6070171049348,900.268169795096,0.6792420416835485,130.3388473098388,1.0
937,1975-01-01,Netherlands,Morocco,26,7,FIRA_Trophy,,Hilversum,True,,920.2850944133057,918.9301886539998,0.5019498562429646,1.3549057593058933,1.0
938,1975-01-18,France,Wales,10,25,Five_Nations_Championship,Parc des Princes,Paris,True,,969.243280613037,1157.9638632637307,0.2523037675321741,-188.7205826506937,0.0
939,1975-01-18,Ireland,England,12,9,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1053.6208567809492,881.272858236651,0.7295054385634092,172.3479985442982,1.0
940,1975-02-01,England,France,20,27,Five_Nations_Championship,Twickenham,London,True,,870.4928281446945,949.2709746294914,0.38853286110256674,-78.77814648479693,0.0
941,1975-02-01,Scotland,Ireland,20,13,Five_Nations_Championship,Murrayfield,Edinburgh,True,,951.4669917566798,1064.4008868729059,0.3429670573351878,-112.93389511622604,1.0
942,1975-02-15,France,Scotland,10,9,Five_Nations_Championship,Parc des Princes,Paris,True,,973.4510027001809,991.7530721290545,0.47368554059765045,-18.302069428873665,1.0
943,1975-02-15,Wales,England,20,4,Five_Nations_Championship,National Stadium,Cardiff,True,,1177.9361692472762,846.312800074005,0.8709042391240738,331.62336917327116,1.0
944,1975-03-01,Ireland,France,25,6,Five_Nations_Championship,Lansdowne Road,Dublin,True,,1024.1148065005311,984.6669110771098,0.5565273883098335,39.4478954234213,1.0
945,1975-03-01,Scotland,Wales,12,10,Five_Nations_Championship,Murrayfield,Edinburgh,True,,980.5371637521256,1187.7893520199193,0.2327157647723924,-207.2521882677937,1.0
946,1975-03-15,Wales,Ireland,32,4,Five_Nations_Championship,National Stadium,Cardiff,True,,1163.9077469437045,1064.5736266709353,0.63918144733084,99.33412027276927,1.0
947,1975-03-15,England,Scotland,7,6,Five_Nations_Championship,Twickenham,London,True,,836.4596173013618,1004.4187688283403,0.27550869002390094,-167.95915152697842,1.0
948,1975-03-16,Morocco,Poland,3,15,FIRA_Trophy,,Casablanca,True,,872.7058850681678,1038.3595464563432,0.27816560032700577,-165.65366138817535,0.0
949,1975-04-06,Poland,Netherlands,24,20,FIRA_Trophy,,Ostrołęka,True,,1058.9286530090008,966.5093979991377,0.6299513235482214,92.41925500986304,1.0
950,1975-04-06,Spain,Italy,3,19,FIRA_Trophy,Estadio Nacional Complutense,Madrid,True,,1214.1118586493901,1112.3216850783454,0.6424356570106925,101.79017357104476,0.0
951,1975-04-13,Germany,Morocco,19,11,FIRA_Trophy,Fritz-Grunebaum-Sportpark,Heidelberg,True,,949.4227495794923,852.1367785155103,0.6364578774826191,97.28597106398206,1.0
952,1975-04-27,Czechoslovakia,Spain,7,13,FIRA_Trophy,,Prague,True,,1042.5717913110936,1160.1822139502046,0.3369267285948783,-117.610422639111,0.0
953,1975-05-04,Spain,Romania,12,16,FIRA_Trophy,Estadio Nacional Complutense,Madrid,True,,1179.4753216081122,1360.3397069769007,0.2609302647642821,-180.8643853687886,0.0
954,1975-05-04,Poland,Germany,29,6,FIRA_Trophy,,Warsaw,True,,1076.6470084535263,973.1364047817373,0.6447074085522704,103.510603671789,1.0
955,1975-05-10,Italy,Czechoslovakia,49,9,FIRA_Trophy,Stadio Comunale,Reggio Calabria,True,,1166.2513297775308,1023.278683653186,0.6948763282463069,142.9726461243448,1.0
956,1975-09-20,Brazil,Chile,0,31,South_American_Rugby_Championship,,Asuncion,True,,838.6913758461442,1094.516423401084,0.18654056290785956,-255.82504755493983,0.0
957,1975-09-21,Paraguay,Brazil,6,19,South_American_Rugby_Championship,,Asuncion,True,,749.5258249899881,820.7376041429775,0.3989293968424991,-71.21177915298938,0.0
958,1975-09-21,Argentina,Uruguay,30,15,South_American_Rugby_Championship,,Asuncion,True,,1401.9084037768944,1013.8604656751266,0.9032425240985615,388.0479381017677,1.0
959,1975-09-23,Brazil,Uruguay,7,38,South_American_Rugby_Championship,,Asuncion,True,,852.3510333629445,1006.7910740505142,0.29131038492449385,-154.44004068756976,0.0
960,1975-09-23,Paraguay,Chile,3,44,South_American_Rugby_Championship,,Asuncion,True,,717.9123957700211,1112.4701951042507,0.09353156230940471,-394.55779933422957,0.0
961,1975-09-25,Paraguay,Argentina,0,93,South_American_Rugby_Championship,,Asuncion,True,,708.7231445689499,1408.9777954015067,0.017446944654236643,-700.2546508325568,0.0
962,1975-09-25,Chile,Uruguay,15,7,South_American_Rugby_Championship,,Asuncion,True,,1121.659446305322,1036.0358414918944,0.6207867915899032,85.62360481342762,1.0
963,1975-09-27,Argentina,Brazil,64,6,South_American_Rugby_Championship,,Asuncion,True,,1410.841763787432,823.1062659215643,0.9671778082394726,587.7354978658677,1.0
964,1975-09-28,Argentina,Chile,45,3,South_American_Rugby_Championship,,Asuncion,True,,1414.115912081271,1146.5215324088024,0.8235224406825296,267.5943796724687,1.0
965,1975-09-28,Paraguay,Uruguay,18,38,South_American_Rugby_Championship,,Asuncion,True,,706.8591761830246,1011.1737553884141,0.14782339120197416,-304.31457920538946,0.0
966,1975-10-25,Italy,Poland,28,13,FIRA_Trophy,Stadio Comunale di Monigo,Treviso,True,,1199.2339318109334,1110.0774074242622,0.6255624683443625,89.15652438667121,1.0
967,1975-10-26,Czechoslovakia,Yugoslavia,28,3,FIRA_Trophy,,Gottwaldov,True,,990.2960816197835,849.6046136624371,0.6920850388893394,140.6914679573464,1.0
968,1975-10-26,Germany,Belgium,43,3,FIRA_Trophy,,Hanover,True,,939.7060058110012,861.7484025699837,0.6103443814066817,77.95760324101752,1.0
969,1975-11-02,Romania,Poland,20,9,FIRA_Trophy,,Bucharest,True,,1372.3692297459506,1079.147849585845,0.8439501534076777,293.2213801601056,1.0
970,1975-11-08,Belgium,Morocco,7,22,FIRA_Trophy,,Brussels,True,,818.4260994151522,828.4231233132654,0.4856170952438222,-9.997023898113184,0.0
971,1975-11-16,Switzerland,Czechoslovakia,6,23,FIRA_Trophy,,Lausanne,True,,1000.0,1019.5264939781644,0.4719286657916517,-19.526493978164353,0.0
972,1975-11-23,Netherlands,Italy,0,24,FIRA_Trophy,,Apeldoorn,True,,948.7910425546122,1230.1634896493506,0.16524486783869377,-281.3724470947384,0.0
973,1975-12-07,Netherlands,Spain,4,4,FIRA_Trophy,,Amsterdam,True,,934.1718083953656,1167.4457988390623,0.20704455345460623,-233.27399044369668,0.5
974,1975-12-20,Spain,Italy,6,19,FIRA_Trophy,Estadio Nacional Complutense,Madrid,True,,1167.4457988390623,1244.7827238085972,0.39050567731124874,-77.33692496953495,0.0
975,1976-01-10,Scotland,France,6,13,Five_Nations_Championship,Murrayfield Stadium,Edinburgh,True,,989.955421687621,944.2080909067057,0.5654578489772073,45.74733078091526,0.0
976,1976-01-17,England,Wales,9,21,Five_Nations_Championship,Twickenham Stadium,London,True,,850.9229644420811,1199.9450617299005,0.11824737728348181,-349.0220972878194,0.0
977,1976-02-07,Wales,Scotland,28,6,Five_Nations_Championship,National Stadium,Cardiff,True,,1208.0599227454447,954.2470180694161,0.8116954373900812,253.81290467602867,1.0
978,1976-02-07,France,Ireland,26,3,Five_Nations_Championship,Parc des Princes,Paris,True,,979.9164945249106,1028.5363118847392,0.43048364537240613,-48.61981735982863,1.0
979,1976-02-21,Ireland,Wales,9,34,Five_Nations_Championship,Lansdowne Road,Dublin,True,,973.6409326090426,1224.469967881977,0.1909439924009306,-250.82903527293445,0.0
980,1976-02-21,Scotland,England,22,12,Five_Nations_Championship,Murrayfield Stadium,Edinburgh,True,,937.8369729328838,842.8081034265368,0.6334462880563327,95.02886950634695,1.0
981,1976-03-06,England,Ireland,12,13,Five_Nations_Championship,Twickenham Stadium,London,True,,816.6886517849243,956.3291693231866,0.309205680470401,-139.64051753826232,0.0
